License Type,License Number,Business County,Business Name,Business Address Line1,Business Address Line2,Business City State Zip,Business Telephone,License Expiration Date,Owner Name,Mailing Address Line1,Mailing Address Line2,Mailing Address City State Zip,Mailing Address County,Owner Telephone,License Subtype,Continuing Education Flag,Longitude,Latitude
Full Service Establishment,727201,DALLAS,THE TRADITION SALON AND SPA,15250 PRESTONWOOD BLVD,,DALLAS TX 75248,2145784392,02/18/2028,THE TRADITION SALON AND SPA,15250 PRESTONWOOD BLVD,,DALLAS TX 75248-4791,DALLAS,2145784392,CS,N,-96.814359,32.960495
Full Service Establishment,727220,FORT BEND,M ALLEN SALON,2419 TEXAS PKWY SUITE 200,,MISSOURI CITY TX 77489,2812047610,02/18/2027,M ALLEN SALON,4007 GRAND PLANTATION LN,,MISSOURI CITY TX 77459-2385,FORT BEND,2812047610,CS,N,-95.52607,29.593242
Full Service Establishment,727228,GALVESTON,HEIDI 'S HAIR SALON,1260 E. LEAGUE CITY PARKWAY,SUITE 600,LEAGUE CITY TX 77573,2817481570,11/17/2024,HEIDI 'S HAIR SALON,STE 600,1206 E LEAGUE CITY PKWY,LEAGUE CITY TX 77573-6024,GALVESTON,2817481570,CS,N,-95.06457,29.49673
Full Service Establishment,727238,HARRIS,MALDONADO'S BARBER/BEAUTY SHOP,62 SPENCER HWY.,MAIL LICENSE TO THIS ADDRESS,SOUTH HOUSTON TX 77587,7139442655,07/02/2026,MALDONADO'S BARBER/BEAUTY SHOP,62 SPENCER HWY,,SOUTH HOUSTON TX 77587-3442,HARRIS,7139442655,CS,N,-95.232373,29.664044
Full Service Establishment,727240,CAMERON,EXCESSIVE HAIR STYLING,846 W ROBERTSON STREET,,SAN BENITO TX 78586,9562448790,07/09/2026,EXCESSIVE HAIR STYLING,846 W ROBERTSON ST,,SAN BENITO TX 78586-5848,CAMERON,9562448790,CS,N,-97.63935,26.1358
Full Service Establishment,727250,TARRANT,MAGNOLIA AVENUE SALON,1210 SOUTH  MAIN STREET,,FORT WORTH TX 76104,8176821230,02/19/2028,MAGNOLIA AVENUE SALON,1210 S MAIN ST,,FORT WORTH TX 76104-4803,TARRANT,8176821230,CS,N,-97.326114,32.731307
Full Service Establishment,727268,TARRANT,SHEAR EXCELLENCE,4841 MC CART AVENUE,,FORT WORTH TX 76115,8179242712,08/13/2026,SHEAR EXCELLENCE,4841 MCCART AVE,,FORT WORTH TX 76115-3022,TARRANT,8179242712,CS,N,-97.35276,32.67567
Full Service Establishment,727293,DALLAS,DIAZ UNISEX BEAUTY SALON,14019 COIT RD,,DALLAS TX 75240,2142086623,04/09/2028,DIAZ UNISEX BEAUTY SALON,1308 NEWBURY LN,,PLANO TX 75025-3439,DALLAS,2142086623,CS,N,-96.769351,32.938758
Full Service Establishment,727294,HARRIS,MAGIC LOOKS,5300 N. BRAESWOOD STE 34,,HOUSTON TX 77096,7137261093,03/31/2028,MAGIC LOOKS,5300 N BRAESWOOD BLVD STE 34,,HOUSTON TX 77096-3307,HARRIS,7137261093,CS,N,-95.478622,29.67919
Full Service Establishment,727306,HARRIS,NORTHWEST SALON AT CALI,17600 CALI DRVE,,HOUSTON TX 77090,2814409000,03/30/2027,NORTHWEST SALON AT CALI,17600 CALI DR,,HOUSTON TX 77090-2703,HARRIS,2814409000,CS,N,-95.443166,30.023269
Full Service Establishment,727310,DALLAS,MY FRENCH KUTZ,918 E.GRAUWYLER,,IRVING TX 75061,4696848908,02/24/2028,MY FRENCH KUTZ,918 E GRAUWYLER RD,,IRVING TX 75061-2802,DALLAS,4696848908,CS,N,-96.93473,32.8287
Full Service Establishment,727311,EL PASO,NEW FANCY CUTS,5140 FAIRBANKS SUITE 2,,EL PASO TX 79924,9157572081,09/09/2026,NEW FANCY CUTS,5140 FAIRBANKS DR STE 2,,EL PASO TX 79924-3867,EL PASO,9157572081,CS,N,-106.422529,31.902488
Full Service Establishment,727315,HARRIS,BROOKDALE CHAMPION OAKS,17705 RED OAK DRIVE,,HOUSTON TX 77090,2814400966,04/03/2025,BROOKDALE CHAMPION OAKS,17705 RED OAK DRIVE,,HOUSTON TX 77090-7706,HARRIS,2814400966,CS,N,-95.452492,30.027814
Full Service Establishment,727357,HOOD,CHANGES SALON,310 SOUTH MORGAN STREET,,GRANBURY TX 76048,8175731109,11/05/2026,CHANGES SALON,310 S MORGAN ST,,GRANBURY TX 76048-1956,HOOD,8175731109,CS,N,-97.79475,32.440099
Full Service Establishment,727360,NUECES,ANGELIC HAIR SALON,601 LINCOLN PO BOX 2,,ROBSTOWN TX 78380,3613872633,10/12/2024,ANGELIC HAIR SALON,PO BOX 2,,ROBSTOWN TX 78380-0002,NUECES,3613872633,CS,N,-97.66867,27.78599
Full Service Establishment,727366,TARRANT,BROOKDALE TANGLEWOOD OAKS,2698 SOUTH HULEN STREET,,FORT WORTH TX 76109,8179229559,08/13/2026,BROOKDALE TANGLEWOOD OAKS,2698 S HULEN ST,,FORT WORTH TX 76109-5552,TARRANT,8179229559,CS,N,-97.3862,32.713387
Full Service Establishment,727412,TRAVIS,SALON PLATINUM,2909 FM 620 NORTH,,AUSTIN TX 78732,5126266061,04/03/2027,SALON PLATINUM,402 SAN DONATO DR,,AUSTIN TX 78738-6176,TRAVIS,5126266061,CS,N,-97.938009,30.390713
Full Service Establishment,727421,HARRIS,"HAIR EXTENSIONS OF HOUSTON,LLC",5513 LOUETTA ROAD,SUITE A,SPRING TX 77379,8326417505,03/31/2026,"HAIR EXTENSIONS OF HOUSTON,LLC",17602 HIDDEN FOREST DR,,SPRING TX 77379-8762,HARRIS,8326417505,CS,N,-95.498127,30.034772
Full Service Establishment,727424,TRAVIS,LE BEAU SALON,13740 N. HWY 183,BLDG. N.  UNIT  6,AUSTIN TX 78750,5128250378,05/04/2026,LE BEAU SALON,221 HIGHLAND OAKS,,LEANDER TX 78641-3999,TRAVIS,5128250378,CS,N,-97.794866,30.459469
Full Service Establishment,727449,HARRIS,PASADENA HAIR DESIGN,2241 PASADENA BLVD,,PASADENA TX 77502,8323592242,03/04/2028,PASADENA HAIR DESIGN,2241 PASADENA BLVD,,PASADENA TX 77502-3177,HARRIS,8323592242,CS,N,-95.180335,29.68237
Full Service Establishment,727473,DENTON,CHARLOTTE REDING SALON,211 WOODROW,,DENTON TX 76205,9403001114,03/05/2028,CHARLOTTE REDING SALON,211 S WOODROW LN,,DENTON TX 76205-6303,DENTON,9403001114,CS,N,-97.091061,33.20086
Full Service Establishment,727489,TRAVIS,BLISS,4412 SPICEWOOD SPRINGS ROAD,SUITE 1001,AUSTIN TX 78759,5124978854,03/09/2028,BLISS,1700 HILL COUNTRY DR,,CEDAR PARK TX 78613-6955,TRAVIS,5124978854,CS,N,-97.758168,30.373309
Full Service Establishment,727498,HARRIS,PRINCESA BEAUTY AND SKIN CARE,800 S ALLEN GENOA,,SOUTH HOUSTON TX 77587,7139476888,07/15/2026,PRINCESA BEAUTY AND SKIN CARE,800 S ALLEN GENOA RD,,SOUTH HOUSTON TX 77587-4415,HARRIS,7139476888,CS,N,-95.211427,29.658837
Full Service Establishment,727510,TOM GREEN,SALON SEVENTY-TWO HAIR & NAIL CARE,2 NORTH MAIN,,SAN ANGELO TX 76903,3255005011,01/26/2028,SALON SEVENTY-TWO HAIR & NAIL CARE,2 N MAIN ST,,SAN ANGELO TX 76903-5931,TOM GREEN,3255005011,CS,N,-100.431788,31.46553
Full Service Establishment,727511,TAYLOR,DEBI'S PLACE,197 SOUTH VIEW TRAIL,,ABILEN TX 79602,3256608024,09/16/2026,DEBI'S PLACE,197 S VIEW TRL,,ABILENE TX 79602-7537,TAYLOR,3256608024,CS,N,-99.722075,32.318224
Full Service Establishment,727513,GALVESTON,ALLURE SALONS,907 S. FRIENDSWOOD DR.,SUITE 111,FRIENDSWOOD TX 77546,7138164880,06/30/2026,ALLURE SALONS,503 BURHAM LN,,LEAGUE CITY TX 77573-2399,GALVESTON,7138164880,CS,N,-95.19285,29.523243
Full Service Establishment,727559,EL PASO,HAIR BY ANA,5778 N MESA SUITE 105,,EL PASO TX 79912,9157316200,11/14/2026,HAIR BY ANA,4141 WESTCITY CT APT 93,,EL PASO TX 79902-1618,EL PASO,9157316200,CS,N,-106.522138,31.824556
Full Service Establishment,727579,JOHNSON,SERENDIPTY,110 SOUTH MAIN ST,,BURLESON TX 76028,8179990823,05/08/2027,SERENDIPTY,110 S MAIN ST,,BURLESON TX 76028-4228,JOHNSON,8179990823,CS,N,-97.321238,32.542599
Full Service Establishment,727603,CAMERON,CURLIN ON,1400 ZILLOCK ROAD #B-2,,SAN BENITO TX 78586,9565923208,04/18/2028,CURLIN ON,2658 RAILROAD AVE,,SAN BENITO TX 78586-7668,CAMERON,9565923208,CS,N,-97.664647,26.144334
Full Service Establishment,727626,DALLAS,PERFECT CUTS,3345 BROADWAY BLVD STE 107,,GARLAND TX 75043,9723521288,03/16/2028,PERFECT CUTS,3345 BROADWAY BLVD STE 107,,GARLAND TX 75043-1578,DALLAS,9723521288,CS,N,-96.616348,32.873849
Full Service Establishment,727628,DENTON,GOOD SAMARITAN HEALTHCARE BEAUTY SALON,2500 HINKLE DRIVE,,DENTON TX 76201,9403832651,09/09/2026,GOOD SAMARITAN HEALTHCARE BEAUTY SALON,2500 HINKLE DR,,DENTON TX 76201,DENTON,9403832651,CS,N,-97.143007,33.236631
Full Service Establishment,727645,KAUFMAN,SPORT CLIPS,501 N. FM 548,SUITE 150,FORNEY TX 75126,8174804525,10/20/2026,SPORT CLIPS,701 ELAINE ST,,KELLER TX 76248-2610,KAUFMAN,8174804525,CS,N,-96.44807,32.746241
Full Service Establishment,727646,DALLAS,SPORT CLIPS,4301 LAKEVIEW PKWY.,SUITE 200,ROWLETT TX 75088,8174804525,05/30/2028,SPORT CLIPS,701 ELAINE ST,,KELLER TX 76248-2610,DALLAS,8174804525,CS,N,-96.561699,32.908305
Full Service Establishment,727662,HARRIS,HAIR IT IZ,6328 ANTIONE,,HOUSTON TX 77091,7134467106,09/19/2026,HAIR IT IZ,8319 HAYDEN COVE DR,,TOMBALL TX 77375-4729,HARRIS,7134467106,CS,N,-95.472969,29.85903
Full Service Establishment,727678,CAMERON,NEW IMAGE SPA & BEAUTY SALON,1393  E ALTON GLOOR STE 9,,BROWNSVILLE TX 78526,9564596518,03/31/2028,NEW IMAGE SPA & BEAUTY SALON,1393 E ALTON GLOOR BLVD STE 9,,BROWNSVILLE TX 78526-3401,CAMERON,9564596518,CS,N,-97.491843,25.980763
Full Service Establishment,727707,DALLAS,PRO IMAGE SALON,7601 N MACARTHUR BLVD. STE.150,,IRVING TX 75063,2143683880,03/19/2028,PRO IMAGE SALON,1403 GARDENIA ST,,IRVING TX 75063-4233,DALLAS,2143683880,CS,N,-96.959392,32.91005
Full Service Establishment,727727,JASPER,MISSY'S MIRROR,16171 STATE HIGHWAY 87 S,,KIRBYVILLE TX 75956-5123,4094239892,03/22/2028,MISSY'S MIRROR,350 PRIVATE ROAD 7082,,CALL TX 75933-5034,JASPER,4094239892,CS,N,-93.808435,30.634313
Full Service Establishment,727735,JEFFERSON,ROSEMARY'S,6690 CALDER,SUITE B,BEAUMONT TX 77706,4095504065,03/23/2028,ROSEMARY'S,6690 CALDER AVE STE B,,BEAUMONT TX 77706-6160,JEFFERSON,4095504065,CS,N,-94.171655,30.074983
Full Service Establishment,727744,COMANCHE,B SALON,505 S AUSTIN ST,,COMANCHE TX 76442,3253300973,04/21/2026,B SALON,303 SHOSHONE ST,,COMANCHE TX 76442-2113,COMANCHE,3253300973,CS,N,-98.60404,31.89373
Full Service Establishment,727765,VAN ZANDT,NELLY'S,231 NORTH MAPLE STREET,,VAN TX 75790,9039631504,07/26/2026,NELLY'S,231 N MAPLE AVE,,VAN TX 75790-3017,VAN ZANDT,9039631504,CS,N,-95.637509,32.526661
Full Service Establishment,727771,BELL,SALON S,3803 LEVI LANE STE 101,,KILLEEN TX 76542,2545191090,07/14/2026,SALON S,1412 SUMMER GLEN DR,,HARKER HEIGHTS TX 76548-8809,BELL,2545191090,CS,N,-97.730699,31.079561
Full Service Establishment,727790,COLLIN,SALON 205,205 N  GRAVES ST,,MCKINNEY TX 75069,2147705247,03/25/2026,SALON 205,209 NORTHWOOD DR,,MCKINNEY TX 75071-3533,COLLIN,2147705247,CS,N,-96.62996,33.198403
Full Service Establishment,727792,TRAVIS,SILKCUT HAIR SALON,10901 N LAMAR BLVD STE B205,,AUSTIN TX 78753,5128358600,03/25/2028,SILKCUT HAIR SALON,10901 N LAMAR BLVD STE B205,,AUSTIN TX 78753-3796,TRAVIS,5128358600,CS,N,-97.6862,30.377909
Full Service Establishment,727798,DALLAS,VERONICA'S BEAUTY SALON,2740 VALWOOD VILLAGE STE 103,,FARMERS BRANCH TX 75234,2144788263,03/26/2028,VERONICA'S BEAUTY SALON,14414 HAGUE DR,,FARMERS BRANCH TX 75234-2148,DALLAS,2144788263,CS,N,-96.888463,32.937151
Full Service Establishment,727816,TARRANT,THE HIDE AWAY SPA & SALON,5756 BOAT CLUB RD STE 500,,FORT WORTH TX 76179-7757,8172380200,03/26/2028,THE HIDE AWAY SPA & SALON,5756 BOAT CLUB RD STE 500,,FORT WORTH TX 76179-7757,TARRANT,8172380200,CS,N,-97.424749,32.838442
Full Service Establishment,727822,SHELBY,HALLELUJAH HAIR,200 EPPS ST,,CENTER TX 75935,9365989393,05/01/2027,HALLELUJAH HAIR,200 EPPS ST,,CENTER TX 75935-3044,SHELBY,9365989393,CS,N,-94.19002,31.80856
Full Service Establishment,727824,DALLAS,TINA PRO CUT,510 S CARRIER PKWY # 103,,GRAND PRAIRIE TX 75051,9726425660,05/16/2028,TINA PRO CUT,2712 18TH ST W,,IRVING TX 75060-5504,DALLAS,9726425660,CS,N,-97.015663,32.74075
Full Service Establishment,727850,BEXAR,D'ANTHONY SALONSPA,1008 NE LOOP 410,,SAN ANTONIO TX 78209,2108042010,08/15/2026,D'ANTHONY SALONSPA,1008 NE LOOP 410,,SAN ANTONIO TX 78209-1201,BEXAR,2108042010,CS,N,-98.458503,29.515625
Full Service Establishment,727851,TARRANT,FILIS SALON DE BELLEZA,101 N SYLVANIA AVE,,FORT WORTH TX 76111,2145669952,03/30/2028,FILIS SALON DE BELLEZA,101 N SYLVANIA AVE,,FORT WORTH TX 76111-2329,TARRANT,2145669952,CS,N,-97.30915,32.76553
Full Service Establishment,727858,HARRIS,T. H. SALON 168,8300 W SAM HOUSTON PKWY S 168,,HOUSTON TX 77072,2814980069,10/12/2025,T. H. SALON 168,STE 168,8300 W SAM HOUSTON PKWY S,HOUSTON TX 77072-5046,HARRIS,2814980069,CS,N,-95.560177,29.688973
Full Service Establishment,727862,GRAYSON,TARA'S,2915 N TRAVIS ST STE 4,,SHERMAN TX 75092-2545,9038936952,01/10/2027,TARA'S,227 W TAYLOR ST,,SHERMAN TX 75092-2770,GRAYSON,9038936952,CS,N,-96.616782,33.664685
Full Service Establishment,727894,EL PASO,D RUVENS,5598 DONIPHAN,SPACE B,EL PASO TX 79932,9158429200,07/26/2026,D RUVENS,5598 DONIPHAN DR STE B,,EL PASO TX 79932-1430,EL PASO,9158429200,CS,N,-106.586766,31.859953
Full Service Establishment,727906,BRAZORIA,V-CUT,2526 E. BROADWAY,,PEARLAND TX 77581,8324550654,04/25/2028,V-CUT,3318 BEACON VIEW CT,,PEARLAND TX 77584-7932,BRAZORIA,8324550654,CS,N,-95.256453,29.552139
Full Service Establishment,727917,TARRANT,RAPUNZEL SALON,5336 BIRCHMAN AVE.,,FORT WORTH TX 76107,8172637376,06/13/2026,RAPUNZEL SALON,5336 BIRCHMAN AVE,,FORT WORTH TX 76107-4831,TARRANT,8172637376,CS,N,-97.4022,32.73513
Full Service Establishment,727928,HARRIS,NEW LOOK SALON AND SPA,"9441 FM 1960 W,SUITE # 300",,HUMBLE TX 77338,2813194411,04/18/2028,NEW LOOK SALON AND SPA,9522 ECHO PEAK LN,,HUMBLE TX 77396-4274,HARRIS,2813194411,CS,N,-95.286765,30.005062
Full Service Establishment,727933,HARRIS,T BEAUTY SALON,1307 PASADENA BLVD,,DEER PARK TX 77536,2814794228,06/10/2026,T BEAUTY SALON,1307 W PASADENA BLVD,,DEER PARK TX 77536-5756,HARRIS,2814794228,CS,N,-95.134823,29.682029
Full Service Establishment,727935,TARRANT,HIGH HAT BEAUTY SALON,2841 S RIVERSIDE DRIVE,,FORT WORTH TX 76104,6829991916,04/26/2026,HIGH HAT BEAUTY SALON,1603 GLEN GARDEN DR,,FORT WORTH TX 76104-7121,TARRANT,6829991916,CS,N,-97.303759,32.710719
Full Service Establishment,727939,MONTGOMERY,PHUONG'S HAIR SALON,1647 N. FRAZIER #2,,CONROE TX 77301,8326305034,04/06/2028,PHUONG'S HAIR SALON,31311 RIBBONWOOD PARK LN,,SPRING TX 77386-3069,MONTGOMERY,8326305034,CS,N,-95.465586,30.326254
Full Service Establishment,727967,BEXAR,THE WAVE,4400 BROADWAY STE 105,,SAN ANTONIO TX 78209-7820,2105333831,10/06/2026,THE WAVE,4400 BROADWAY STE 105,,SAN ANTONIO TX 78209-6377,BEXAR,2105333831,CS,N,-98.46329,29.466969
Full Service Establishment,727988,TARRANT,TRINITY TERRACE SALON,1600 TEXAS STREET,,FORT WORTH TX 76102,6179471395,04/08/2028,TRINITY TERRACE SALON,,,,TARRANT,6179471395,CS,N,-97.343314,32.74944
Full Service Establishment,728000,FORT BEND,INVISIONS HAIR STUDIO,6025 SUITE D FM 762,,RICHMOND TX 77469,2818447794,04/15/2026,INVISIONS HAIR STUDIO,719 RIVER DELTA LN,,ROSENBERG TX 77469-5792,FORT BEND,2818447794,CS,N,-95.710973,29.539144
Full Service Establishment,728002,DALLAS,MINH HAIR SALON,3325 WEST WALNUT ST SUITE 200,,GARLAND TX 75042,4697333187,04/08/2028,MINH HAIR SALON,3325 W WALNUT ST STE 200,,GARLAND TX 75042-7104,DALLAS,4697333187,CS,N,-96.680427,32.917247
Full Service Establishment,728015,BRAZOS,SALON BELLEZA LATINA,700 BURNETT ST,,BRYAN TX 77803,9798238474,08/19/2026,SALON BELLEZA LATINA,700 BURNETT ST,,BRYAN TX 77803-4542,BRAZOS,9798238474,CS,N,-96.368667,30.659726
Full Service Establishment,728018,HARRIS,LE'S PRO-CUTS,1900 STRAWBERRY ROAD SUITE G,,PASADENA TX 77502,7134751117,04/10/2026,LE'S PRO-CUTS,1900 STRAWBERRY RD STE G,,PASADENA TX 77502-2625,HARRIS,7134751117,CS,N,-95.193514,29.684739
Full Service Establishment,728037,TARRANT,PINKIES J PAUL,4200 S FRWY 1900 UNIT 3L 108,,FORT WORTH TX 76115,2144975069,09/18/2026,PINKIES J PAUL,704 ROSE AVE,,CLEBURNE TX 76033-7434,TARRANT,2144975069,CS,N,-97.34757,32.671744
Full Service Establishment,728039,TRAVIS,RBJ,21 WALTER ST,,AUSTIN TX 78702,5123218371,06/06/2026,RBJ,162 HERITAGE OAKS DR,,CEDAR CREEK TX 78612-9537,TRAVIS,5123218371,CS,N,-97.711666,30.26627
Full Service Establishment,728061,BRAZORIA,BOHEMIAN HAIR,1000 EAST CEDAR,,ANGLETON TX 77515,9798483600,04/28/2026,BOHEMIAN HAIR,2922 MARBLE FALLS DR,,PEARLAND TX 77584-7064,BRAZORIA,9798483600,CS,N,-95.42151,29.16989
Full Service Establishment,728075,JOHNSON,THE LOOK SALON,618 WEST  CHAMBERS STREET,,CLEBURNE TX 76033,8176411233,04/14/2028,THE LOOK SALON,618 W CHAMBERS ST,,CLEBURNE TX 76033-5302,JOHNSON,8176411233,CS,N,-97.393612,32.345472
Full Service Establishment,728090,HENDERSON,VICKY'S SALON,807 S PALESTINE STREET,,ATHENS TX 75751,9036815939,04/14/2028,VICKY'S SALON,13937 COUNTY ROAD 3822,,ATHENS TX 75752-6668,HENDERSON,9036815939,CS,N,-95.85135,32.189251
Full Service Establishment,728124,BEXAR,SIMPLY THE BEST PRO CUTS,1133 S GEN MCMULLEN,,SAN ANTONIO TX 78237,2104352887,06/13/2026,SIMPLY THE BEST PRO CUTS,1133 S GENERAL MCMULLEN DR,,SAN ANTONIO TX 78237-3803,BEXAR,2104352887,CS,N,-98.557442,29.412727
Full Service Establishment,728125,DEWITT,HAIRWORKS,828 E MAIN ST,,YORKTOWN TX 78164,3615643400,04/16/2026,HAIRWORKS,828 E MAIN ST,,YORKTOWN TX 78164-1903,DEWITT,3615643400,CS,N,-97.49128,28.98281
Full Service Establishment,728135,HARRIS,RJ SALON & SPA,9410 HWY 6 SOUTH STE A,,HOUSTON TX 77083,8328303290,10/12/2024,RJ SALON & SPA,16819 TABASSO CT,,RICHMOND TX 77407-1518,HARRIS,8328303290,CS,N,-95.64452,29.67665
Full Service Establishment,728139,WHARTON,HOT STYLES HAIR SALON,117 B TURA ST & WHARTON ST,,EL CAMPO TX 77437,9792574360,10/11/2025,HOT STYLES HAIR SALON,407 BLUE CREEK RD,,EL CAMPO TX 77437-6051,WHARTON,9792574360,CS,N,-96.28257,29.214735
Full Service Establishment,728147,TRAVIS,SHERRYL'S CUTS,1111 IH 35 SOUTH SUITE 104,,AUSTIN TX 78754,5126581373,07/12/2026,SHERRYL'S CUTS,11111 S INTERSTATE 35 STE 104,,AUSTIN TX 78747-1724,TRAVIS,5126581373,CS,N,-97.671758,30.421217
Full Service Establishment,728163,DALLAS,STAR HAIR SALON,1015 E 6TH ST,,IRVING TX 75060-4310,9724386188,04/19/2028,STAR HAIR SALON,1015 E 6TH ST,,IRVING TX 75060-4310,DALLAS,9724386188,CS,N,-96.933947,32.808896
Full Service Establishment,728164,HOCKLEY,BELLA'S HAIR & NAIL SALON,219 CACTUS DR,,LEVELLAND TX 79336,8068942444,09/01/2026,BELLA'S HAIR & NAIL SALON,711 AVENUE G,,LEVELLAND TX 79336-4503,HOCKLEY,8068942444,CS,N,-102.363124,33.587119
Full Service Establishment,728197,DALLAS,L STREETS SALON,10233 EAST NORTHWEST HIGHWAY,STE 424,DALLAS TX 75238-4498,2148012424,08/27/2026,L STREETS SALON,10233 E NORTHWEST HWY STE 424,,DALLAS TX 75238-4418,DALLAS,2148012424,CS,N,-96.70877,32.865388
Full Service Establishment,728207,TRAVIS,"MILK + HONEY HOLDINGS, LLC",12901 HILL COUNTRY BLVD,SUITE D1 110,BEE CAVE TX 78738,5125602997,04/22/2026,"MILK + HONEY HOLDINGS, LLC",2905 SAN GABRIEL ST STE 300,,AUSTIN TX 78705-3559,TRAVIS,5125602997,CS,N,-97.94206,30.30937
Full Service Establishment,728228,MONTGOMERY,SALON PAPILLON,224  B SOUTH LOOP 336 W,,CONROE TX 77304,9364945044,04/22/2028,SALON PAPILLON,PO BOX 826,,CONROE TX 77305,MONTGOMERY,9364945044,CS,N,-95.460647,30.280751
Full Service Establishment,728236,ANDREWS,HAIR SHACK,116 NW 1ST.,,ANDREWS TX 79714,4329671160,10/09/2026,HAIR SHACK,1505 NW 11TH ST,,ANDREWS TX 79714-2305,ANDREWS,4329671160,CS,N,-102.547791,32.31923
Full Service Establishment,728251,HARRIS,TINA'S BEAUTY SHOP,22150 FRANZ RD,,KATY TX 77449,8327699285,06/13/2026,TINA'S BEAUTY SHOP,12847 ASHFORD CREEK DR,,HOUSTON TX 77082-2144,HARRIS,8327699285,CS,N,-95.761427,29.802362
Full Service Establishment,728252,EL PASO,MARIE OTERO SALON,1015 N FLORENCE,,EL PASO TX 79902,9155884247,05/15/2026,MARIE OTERO SALON,1015 N FLORENCE ST,,EL PASO TX 79902-4303,EL PASO,9155884247,CS,N,-106.489548,31.767258
Full Service Establishment,728278,WEBB,FADES & MORE HAIR SALON,3717 CONVENT,,LAREDO TX 78041-4318,9567440332,12/01/2024,FADES & MORE HAIR SALON,3717 CONVENT AVE,,LAREDO TX 78041-4318,WEBB,9567440332,CS,N,-99.50691,27.533432
Full Service Establishment,728279,MCLENNAN,CHESNEY'S BOUTIQUE,"1615 WOODED ACRES, #1",,WACO TX 76710,2542353590,10/13/2024,CHESNEY'S BOUTIQUE,5301 BOSQUE BLVD STE 140,,WACO TX 76710-4444,MCLENNAN,2542353590,CS,N,-97.191273,31.536348
Full Service Establishment,728285,EL PASO,SALON NO 5 BY ANTONIA,128 THUNDERBIRD SUITE A,,EL PASO TX 79912,9157272880,07/05/2026,SALON NO 5 BY ANTONIA,128 THUNDERBIRD DR STE A,,EL PASO TX 79912-4570,EL PASO,9157272880,CS,N,-106.531066,31.832695
Full Service Establishment,728286,KAUFMAN,THE FINISH LINE SALON,810 W MASON ST,,MABANK TX 75147,9038878267,05/20/2026,THE FINISH LINE SALON,810 W MASON ST,,MABANK TX 75147-8180,KAUFMAN,9038878267,CS,N,-96.114726,32.370229
Full Service Establishment,728294,DALLAS,GOLDEN ACRES LIVING AND REHAB SALON,2525 CENTERVILLE RD,,DALLAS TX 75228,2143274503,12/22/2027,GOLDEN ACRES LIVING AND REHAB SALON,2525 CENTERVILLE RD,,DALLAS TX 75228-2634,DALLAS,2143274503,CS,N,-96.669434,32.842847
Full Service Establishment,728325,DALLAS,LURE,3839 MCKINNEY AVENUE,,DALLAS TX 75204,2149195873,11/11/2026,LURE,3839 MCKINNEY AVE STE 100,,DALLAS TX 75204-1483,DALLAS,2149195873,CS,N,-96.795889,32.809176
Full Service Establishment,728336,BOWIE,JADE SALON,4150 MCKNIGHT RD.,,TEXARKANA TX 75503,9032773625,05/04/2028,JADE SALON,30 GREEN OAK CIR,,NASH TX 75569-2237,BOWIE,9032773625,CS,N,-94.095921,33.46506
Full Service Establishment,728355,DENTON,THE HAIR STUDIO,1278 JUSTIN RD STE 104,,HIGHLAND VILLAGE TX 75077-2200,9723170011,05/04/2026,THE HAIR STUDIO,1278 JUSTIN RD STE 104,,LEWISVILLE TX 75077-2200,DENTON,9723170011,CS,N,-97.026445,33.07046
Full Service Establishment,728361,TARRANT,NEW IMAGE,4420 NE 28TH ST,,HALTOM CITY TX 76117,8177142769,08/07/2027,NEW IMAGE,4420 NE 28TH ST,,HALTOM CITY TX 76117-4305,TARRANT,8177142769,CS,N,-97.280935,32.79479
Full Service Establishment,728362,HIDALGO,HERME'S BEAUTY SALON,804 W 24TH PLACE,,MISSION TX 78572,9564582990,05/07/2027,HERME'S BEAUTY SALON,804 W 24TH PL,,MISSION TX 78574-2207,HIDALGO,9564582990,CS,N,-98.33169,26.23223
Full Service Establishment,728374,HOPKINS,ABOVE & BEYOND SALON,1203 CR 4708,,SULPHUR SPRINGS TX 75482,9033483653,06/16/2026,ABOVE & BEYOND SALON,1203 COUNTY ROAD 4708,,SULPHUR SPRINGS TX 75482-1820,HOPKINS,9033483653,CS,N,-95.648451,33.188811
Full Service Establishment,728383,BOWIE,FLAMBOYANT DESIGNS,7087 FM 2149,,MAUD TX 75567,9032930572,03/13/2027,FLAMBOYANT DESIGNS,7087 FM 2149 E,,MAUD TX 75567-2629,BOWIE,9032930572,CS,N,-94.32653,33.3689
Full Service Establishment,728396,BOWIE,JANETS HANDS AND TANS,424 N MCCOY BLVD,,NEW BOSTON TX 75570,9036287150,05/04/2026,JANETS HANDS AND TANS,424 N MCCOY BLVD,,NEW BOSTON TX 75570-2306,BOWIE,9036287150,CS,N,-94.408184,33.466688
Full Service Establishment,728419,HARRIS,GRACIELA'S BEAUTY SALON,824 BERRY ROAD,,HOUSTON TX 77022,7136927006,08/07/2025,GRACIELA'S BEAUTY SALON,824 BERRY RD,,HOUSTON TX 77022-3308,HARRIS,7136927006,CS,N,-95.363335,29.837196
Full Service Establishment,728421,BROWN,CHATFIELD SALON,1605 CALVERT ROAD,,BROWNWOOD TX 76801,3252004904,05/18/2028,CHATFIELD SALON,1605 CALVERT RD,,BROWNWOOD TX 76801-7322,BROWN,3252004904,CS,N,-98.97174,31.67724
